@relation random1000

@attribute meanfreq numeric
@attribute sd numeric
@attribute 'sd d' {high,medium,low}
@attribute median numeric
@attribute Q25 numeric
@attribute Q75 numeric
@attribute IQR numeric
@attribute 'IQR d' {medium,low,high}
@attribute skew numeric
@attribute kurt numeric
@attribute sp.ent numeric
@attribute sfm numeric
@attribute mode numeric
@attribute centroid numeric
@attribute meanfun numeric
@attribute minfun numeric
@attribute maxfun numeric
@attribute meandom numeric
@attribute mindom numeric
@attribute maxdom numeric
@attribute dfrange numeric
@attribute 'dfrange d' {low,medium,high}
@attribute modindx numeric
@attribute label {male,female}

@data
0.199527,0.061929,medium,0.210536,0.180521,0.247412,0.066891,low,1.636478,5.41922,0.931217,0.52279,0.216825,0.199527,0.189631,0.017149,0.275862,0.221828,0.140625,0.421875,0.28125,low,0.139785,female
0.191485,0.059601,medium,0.192907,0.159399,0.235775,0.076376,medium,1.954418,8.219882,0.927272,0.488783,0.159671,0.191485,0.159394,0.016771,0.275862,0.249554,0.007813,1.195313,1.1875,low,0.127334,female
0.19992,0.053983,medium,0.204133,0.177206,0.243249,0.066043,low,1.607204,5.295899,0.921852,0.459216,0.194854,0.19992,0.17749,0.022504,0.275862,0.194712,0.007813,0.289063,0.28125,low,0.143333,female
0.167355,0.059299,medium,0.184629,0.147614,0.206526,0.058912,low,2.35922,9.367843,0.933728,0.579145,0.192632,0.167355,0.16159,0.017917,0.271186,0.171875,0.007813,0.382813,0.375,low,0.171402,female
0.177619,0.058199,medium,0.190947,0.159595,0.210459,0.050864,low,2.572171,10.823046,0.926339,0.553794,0.189279,0.177619,0.160545,0.015686,0.271186,0.325758,0.007813,5.15625,5.148438,low,0.083656,female
0.191765,0.067263,medium,0.213502,0.180869,0.240594,0.059725,low,2.522097,10.465945,0.925769,0.560213,0.249984,0.191765,0.18718,0.016563,0.266667,0.354687,0.007813,4.859375,4.851563,low,0.074697,female
0.177299,0.059858,medium,0.195425,0.153548,0.214721,0.061173,low,3.009612,14.077629,0.926537,0.586028,0.208974,0.177299,0.168963,0.01995,0.235294,0.21875,0.078125,0.4375,0.359375,low,0.171843,female
0.133212,0.075319,high,0.162289,0.065821,0.188408,0.122587,medium,2.16896,8.548334,0.950913,0.704062,0.184577,0.133212,0.170784,0.018824,0.271186,0.290128,0.007813,0.71875,0.710938,low,0.384092,female
0.098084,0.093943,high,0.046864,0.013941,0.199025,0.185085,high,3.071215,12.75751,0.924261,0.611914,0.008898,0.098084,0.173711,0.021769,0.266667,0.581826,0.007813,2.976563,2.96875,low,0.195029,female
0.123062,0.083902,high,0.122619,0.035816,0.198465,0.162649,high,1.620239,5.926789,0.963703,0.745204,0.019172,0.123062,0.167797,0.026891,0.266667,0.447468,0.007813,3.523438,3.515625,low,0.150952,female
0.131748,0.08422,high,0.172032,0.038107,0.207377,0.16927,high,1.597423,5.374238,0.938873,0.607811,0.218698,0.131748,0.1804,0.031746,0.228571,0.506434,0.007813,3.273438,3.265625,low,0.178678,female
0.163939,0.079086,high,0.191073,0.116967,0.216309,0.099342,medium,1.971271,7.669633,0.931116,0.587658,0.207096,0.163939,0.16865,0.02005,0.242424,0.591619,0.007813,3.09375,3.085938,low,0.277468,female
0.134813,0.084461,high,0.150429,0.050354,0.212581,0.162227,high,1.423101,5.055871,0.964458,0.749188,0.020647,0.134813,0.187248,0.030534,0.242424,0.441272,0.015625,3.320313,3.304688,low,0.156197,female
0.137556,0.086889,high,0.173206,0.045387,0.212586,0.167199,high,1.21079,3.693393,0.954676,0.704139,0.199571,0.137556,0.198798,0.07767,0.275862,0.520221,0.007813,3.226563,3.21875,low,0.194023,female
0.116585,0.085972,high,0.094096,0.036323,0.20192,0.165598,high,1.356192,4.761762,0.95916,0.718515,0.022022,0.116585,0.184593,0.032323,0.266667,0.27474,0.007813,0.898438,0.890625,low,0.356553,female
0.142297,0.083138,high,0.169747,0.058402,0.217596,0.159194,high,1.9637,7.248161,0.95588,0.700716,0.229604,0.142297,0.178167,0.017877,0.238806,0.30819,0.007813,0.78125,0.773438,low,0.387335,female
0.132895,0.09289,high,0.158226,0.033648,0.211903,0.178255,high,0.979019,3.672746,0.956766,0.701977,0.00681,0.132895,0.158697,0.016277,0.25,1.079545,0.015625,3.195313,3.179688,low,0.344472,female
0.198808,0.06635,medium,0.223085,0.184474,0.244249,0.059775,low,2.021334,6.672358,0.914728,0.524121,0.232237,0.198808,0.173258,0.01898,0.258065,0.332031,0.007813,3.632813,3.625,low,0.11094,female
0.192887,0.060981,medium,0.205418,0.173604,0.235335,0.061731,low,1.784828,5.514467,0.917975,0.499885,0.190038,0.192887,0.180511,0.025437,0.275862,0.183594,0.007813,0.273438,0.265625,low,0.222689,female
0.185659,0.058974,medium,0.204059,0.180295,0.216716,0.036421,low,2.649607,9.781178,0.895263,0.481777,0.212325,0.185659,0.172464,0.0193,0.235294,0.475625,0.007813,5.054688,5.046875,low,0.140157,female
0.175181,0.075909,high,0.211126,0.108398,0.233139,0.124741,medium,2.658596,10.467722,0.94077,0.655594,0.21813,0.175181,0.186196,0.018935,0.275862,0.18006,0.007813,0.28125,0.273438,low,0.291575,female
0.173016,0.073812,high,0.201634,0.129847,0.217079,0.087232,medium,3.791735,19.564929,0.91926,0.590861,0.20192,0.173016,0.165827,0.018412,0.266667,0.180707,0.007813,0.273438,0.265625,low,0.22861,female
0.164126,0.058509,medium,0.179371,0.155882,0.194051,0.03817,low,3.700994,19.481432,0.900091,0.510842,0.180172,0.164126,0.175463,0.019231,0.275862,0.261719,0.007813,1.71875,1.710938,low,0.044319,female
0.161993,0.067542,medium,0.183511,0.140182,0.205722,0.06554,low,2.261547,7.862799,0.918404,0.569697,0.19844,0.161993,0.144046,0.017094,0.242424,0.1375,0.007813,0.453125,0.445313,low,0.184672,female
0.187154,0.053048,medium,0.201888,0.167039,0.223119,0.05608,low,2.974554,14.106474,0.873341,0.386045,0.225122,0.187154,0.159235,0.016129,0.238806,0.637408,0.007813,4.929688,4.921875,low,0.161905,female
0.184957,0.057896,medium,0.201618,0.172319,0.219741,0.047422,low,2.298217,8.190222,0.904138,0.454415,0.202977,0.184957,0.175264,0.028571,0.271186,0.275195,0.007813,3.328125,3.320313,low,0.08248,female
0.186188,0.059803,medium,0.195726,0.173183,0.227118,0.053935,low,1.980687,7.227563,0.922318,0.530253,0.19383,0.186188,0.172243,0.02289,0.262295,0.232244,0.039063,0.5625,0.523438,low,0.200746,female
0.185813,0.047386,medium,0.180365,0.170153,0.207551,0.037398,low,4.498057,30.361198,0.881779,0.364872,0.173741,0.185813,0.164007,0.02589,0.266667,1.519259,0.054688,6.460938,6.40625,medium,0.27207,female
0.190443,0.045738,low,0.186111,0.175104,0.208624,0.03352,low,3.359496,16.399492,0.879603,0.346129,0.180107,0.190443,0.141099,0.018868,0.235294,1.223395,0.007813,6.445313,6.4375,medium,0.224009,female
0.186107,0.048345,medium,0.186667,0.172022,0.205997,0.033975,low,2.746397,11.247724,0.889145,0.395965,0.180614,0.186107,0.142343,0.016754,0.242424,1.358297,0.179688,6.429688,6.25,medium,0.11213,female
0.188425,0.043439,low,0.191158,0.17007,0.21205,0.04198,low,2.111584,6.948181,0.887514,0.327939,0.187448,0.188425,0.16401,0.04,0.219178,1.47474,0.195313,6.03125,5.835938,low,0.294511,female
0.186389,0.042946,low,0.186054,0.172277,0.199963,0.027685,low,3.25395,14.673983,0.875941,0.33329,0.192877,0.186389,0.164405,0.018757,0.266667,1.728472,0.007813,6.445313,6.4375,medium,0.28112,female
0.179015,0.051148,medium,0.187007,0.167762,0.206934,0.039173,low,2.280078,7.79842,0.912069,0.51103,0.173893,0.179015,0.154663,0.016949,0.271186,2.264915,0.179688,6.476563,6.296875,medium,0.460298,female
0.181434,0.052919,medium,0.185985,0.16129,0.211192,0.049903,low,2.537123,11.025184,0.910527,0.468917,0.161119,0.181434,0.143612,0.017448,0.213333,1.644176,0.226563,6.875,6.648438,medium,0.286229,female
0.187369,0.045639,low,0.185896,0.173266,0.211512,0.038247,low,3.140445,15.947723,0.890132,0.375676,0.18216,0.187369,0.168951,0.023634,0.275862,1.560156,0.007813,6.992188,6.984375,medium,0.225744,female
0.180186,0.046692,medium,0.177439,0.163931,0.204622,0.040691,low,2.946759,14.328269,0.898185,0.389866,0.168434,0.180186,0.146992,0.01608,0.258065,1.797883,0.203125,7,6.796875,medium,0.237233,female
0.181519,0.04832,medium,0.181544,0.164414,0.206198,0.041784,low,3.013765,13.627621,0.896815,0.403245,0.177221,0.181519,0.155,0.017641,0.275862,1.270221,0.007813,6.46875,6.460938,medium,0.17333,female
0.196022,0.063425,medium,0.209862,0.186667,0.234162,0.047495,low,2.772914,11.841485,0.902811,0.500878,0.214004,0.196022,0.191985,0.026891,0.262295,0.206801,0.007813,0.265625,0.257813,low,0.096591,female
0.175177,0.065924,medium,0.198493,0.147732,0.216686,0.068954,low,2.845685,13.008986,0.932266,0.60395,0.204678,0.175177,0.178042,0.016667,0.271186,0.180469,0.007813,0.421875,0.414063,low,0.204178,female
0.196105,0.058664,medium,0.211641,0.171458,0.235014,0.063556,low,2.012523,7.272425,0.92698,0.525195,0.232293,0.196105,0.171289,0.021053,0.275862,0.202148,0.046875,0.296875,0.25,low,0.196875,female
0.171523,0.062499,medium,0.191091,0.14738,0.210658,0.063277,low,2.63985,11.055961,0.935163,0.595129,0.195668,0.171523,0.15084,0.017525,0.262295,0.184304,0.007813,0.484375,0.476563,low,0.166036,female
0.161731,0.063392,medium,0.174491,0.140728,0.200832,0.060104,low,2.231842,8.361598,0.9444,0.64965,0.173909,0.161731,0.159426,0.015873,0.266667,0.185113,0.046875,0.4375,0.390625,low,0.163529,female
0.177351,0.057871,medium,0.193159,0.159943,0.211434,0.051491,low,2.408033,9.224346,0.925588,0.549264,0.2109,0.177351,0.17668,0.016842,0.271186,0.250586,0.007813,2.796875,2.789063,low,0.071662,female
0.173757,0.060665,medium,0.191771,0.160796,0.208999,0.048204,low,3.126533,14.357854,0.914794,0.54339,0.19908,0.173757,0.155386,0.017094,0.253968,0.167448,0.007813,0.554688,0.546875,low,0.160317,female
0.185009,0.04016,low,0.18824,0.175924,0.204663,0.028739,low,3.000256,13.684075,0.857089,0.304778,0.188035,0.185009,0.158655,0.02139,0.266667,1.70638,0.164063,6.546875,6.382813,medium,0.30202,female
0.167053,0.056425,medium,0.175169,0.157021,0.195572,0.038551,low,3.300246,15.695507,0.919077,0.549502,0.176184,0.167053,0.153023,0.016824,0.266667,1.476729,0.007813,6.914063,6.90625,medium,0.277225,female
0.186489,0.043764,low,0.181391,0.169019,0.20577,0.036751,low,3.290766,17.273348,0.882468,0.331689,0.17757,0.186489,0.134547,0.02454,0.266667,1.350625,0.007813,4.867188,4.859375,low,0.271628,female
0.179202,0.047232,medium,0.180312,0.167651,0.206653,0.039002,low,2.89491,12.873159,0.89038,0.411248,0.177256,0.179202,0.160602,0.023426,0.271186,1.346191,0.007813,4.992188,4.984375,low,0.248119,female
0.194486,0.034353,low,0.196534,0.182461,0.208666,0.026205,low,3.210909,14.637306,0.847046,0.219954,0.2026,0.194486,0.160646,0.015905,0.271186,1.486719,0.070313,6.59375,6.523438,medium,0.307635,female
0.178228,0.052181,medium,0.183046,0.170698,0.201911,0.031213,low,3.524558,18.694505,0.895283,0.43959,0.175272,0.178228,0.153331,0.017525,0.262295,1.500601,0.007813,6.59375,6.585938,medium,0.21224,female
0.185407,0.035983,low,0.185985,0.172871,0.197567,0.024696,low,3.255478,15.250104,0.851561,0.240871,0.191946,0.185407,0.166759,0.020645,0.253968,1.409433,0.046875,6.898438,6.851563,medium,0.15439,female
0.183985,0.044877,low,0.180845,0.171748,0.201222,0.029474,low,3.761068,19.500267,0.87245,0.359861,0.173203,0.183985,0.167175,0.025,0.266667,1.128606,0.179688,7,6.820313,medium,0.119416,female
0.1786,0.046622,medium,0.182022,0.167644,0.196548,0.028904,low,3.573194,19.156252,0.879525,0.392874,0.182912,0.1786,0.165757,0.01686,0.271186,1.386102,0.210938,6.953125,6.742188,medium,0.180859,female
0.18139,0.043064,low,0.180833,0.170523,0.197655,0.027132,low,3.371784,16.05284,0.871599,0.334196,0.175136,0.18139,0.170097,0.03125,0.25,1.846554,0.015625,6.953125,6.9375,medium,0.336681,female
0.201066,0.055561,medium,0.217756,0.170322,0.242173,0.071851,medium,1.832963,6.563289,0.913372,0.452541,0.255783,0.201066,0.190781,0.017335,0.275862,0.219952,0.15625,0.328125,0.171875,low,0.123106,female
0.157375,0.059417,medium,0.168703,0.139805,0.188033,0.048229,low,2.722492,11.598569,0.932947,0.61059,0.169874,0.157375,0.173366,0.045326,0.262295,0.175272,0.007813,0.351563,0.34375,low,0.183983,female
0.196102,0.059786,medium,0.205345,0.16358,0.241889,0.07831,medium,1.243905,4.023955,0.936551,0.53977,0.252157,0.196102,0.164726,0.016667,0.275862,0.226875,0.070313,0.695313,0.625,low,0.203804,female
0.189055,0.058744,medium,0.202039,0.166538,0.227794,0.061255,low,1.891161,6.748266,0.926027,0.522529,0.202387,0.189055,0.169755,0.016129,0.275862,0.3575,0.007813,4.796875,4.789063,low,0.099362,female
0.1694,0.058999,medium,0.177502,0.151077,0.198322,0.047245,low,2.239607,8.260219,0.933347,0.610867,0.181239,0.1694,0.148488,0.031558,0.197531,0.15346,0.007813,0.296875,0.289063,low,0.263514,female
0.193956,0.060513,medium,0.20881,0.18306,0.23391,0.05085,low,1.777593,5.498706,0.916322,0.499658,0.185008,0.193956,0.154414,0.019324,0.25,0.199375,0.046875,0.304688,0.257813,low,0.226614,female
0.178393,0.057827,medium,0.193673,0.151886,0.209937,0.058052,low,3.173108,14.724804,0.910214,0.523554,0.205684,0.178393,0.174305,0.016145,0.253968,0.436678,0.03125,4.945313,4.914063,low,0.118795,female
0.169129,0.068637,medium,0.198296,0.121122,0.218684,0.097562,medium,2.913354,12.795128,0.946041,0.673648,0.207357,0.169129,0.165899,0.015984,0.275862,0.183482,0.007813,0.289063,0.28125,low,0.242188,female
0.178315,0.061368,medium,0.196902,0.162703,0.210437,0.047734,low,3.131548,14.377862,0.917019,0.529122,0.204033,0.178315,0.170174,0.01631,0.275862,0.302083,0.007813,3.328125,3.320313,low,0.088651,female
0.175185,0.057511,medium,0.183543,0.164017,0.203264,0.039247,low,2.17132,7.285044,0.919647,0.530706,0.199554,0.175185,0.170602,0.015826,0.266667,0.180027,0.007813,0.273438,0.265625,low,0.116246,female
0.130988,0.083481,high,0.132687,0.047015,0.207214,0.160199,high,1.365007,5.256005,0.964371,0.758165,0.015672,0.130988,0.186847,0.069264,0.242424,0.215745,0.007813,0.671875,0.664063,low,0.407843,female
0.131296,0.065613,medium,0.145728,0.089056,0.165128,0.076072,medium,5.481416,62.616184,0.941315,0.639467,0.120371,0.131296,0.136986,0.018626,0.275862,0.392857,0.007813,1.59375,1.585938,low,0.183198,female
0.128642,0.070585,high,0.12844,0.07685,0.173394,0.096544,medium,3.50661,33.514949,0.963292,0.746348,0.12052,0.128642,0.134252,0.01626,0.238806,0.405208,0.007813,4.3125,4.304688,low,0.116489,female
0.139408,0.080712,high,0.147872,0.075334,0.191718,0.116385,medium,5.270517,68.571873,0.957538,0.711622,0.120504,0.139408,0.142514,0.016771,0.271186,0.35853,0.007813,3.476563,3.46875,low,0.100225,female
0.133659,0.077264,high,0.136636,0.071251,0.195638,0.124387,medium,4.896853,68.847455,0.969887,0.778879,0.120419,0.133659,0.132471,0.015826,0.25,0.222917,0.007813,0.710938,0.703125,low,0.268434,female
0.17245,0.079897,high,0.185459,0.110758,0.247394,0.136636,high,3.158852,31.688121,0.960792,0.715536,0.120419,0.17245,0.151754,0.015656,0.275862,0.502197,0.007813,3.734375,3.726563,low,0.108075,female
0.147019,0.080242,high,0.145995,0.089924,0.207708,0.117783,medium,7.944921,147.528608,0.968776,0.778149,0.120428,0.147019,0.150126,0.017297,0.275862,0.380388,0.007813,0.789063,0.78125,low,0.225769,female
0.152196,0.083238,high,0.149486,0.091109,0.237885,0.146776,high,3.95367,43.246139,0.963216,0.754758,0.120506,0.152196,0.175506,0.016113,0.275862,0.320043,0.007813,1.5,1.492188,low,0.16472,female
0.150956,0.067478,medium,0.171749,0.101665,0.196236,0.094572,medium,3.505392,25.322624,0.948315,0.673163,0.12041,0.150956,0.162247,0.031311,0.258065,0.531494,0.007813,1.765625,1.757813,low,0.264828,female
0.152846,0.086618,high,0.14077,0.089741,0.246787,0.157046,high,2.703586,18.035469,0.96142,0.740639,0.120534,0.152846,0.164298,0.022567,0.275862,0.541562,0.007813,3.671875,3.664063,low,0.138806,female
0.187396,0.036013,low,0.190623,0.177301,0.206125,0.028824,low,2.511717,9.399794,0.844027,0.252487,0.181661,0.187396,0.16824,0.01898,0.271186,1.613685,0.101563,6.921875,6.820313,medium,0.309236,female
0.182405,0.037923,low,0.185255,0.170699,0.199282,0.028582,low,2.842249,11.532451,0.845975,0.284597,0.190019,0.182405,0.163672,0.017223,0.219178,0.393229,0.164063,5.390625,5.226563,low,0.082442,female
0.19409,0.030074,low,0.192833,0.177156,0.212273,0.035118,low,2.063008,6.483398,0.832238,0.179379,0.179978,0.19409,0.177029,0.035714,0.231884,0.200521,0.171875,0.328125,0.15625,low,0.1,female
0.188553,0.041921,low,0.196714,0.183626,0.207819,0.024193,low,3.192026,14.128476,0.84679,0.337135,0.191955,0.188553,0.179667,0.023121,0.222222,0.599265,0.171875,6.421875,6.25,medium,0.136953,female
0.184391,0.0294,low,0.184156,0.171169,0.198701,0.027532,low,3.032057,12.858579,0.817138,0.19152,0.171948,0.184391,0.18187,0.023358,0.235294,0.637442,0.164063,6.4375,6.273438,medium,0.113852,female
0.181821,0.03596,low,0.181109,0.169035,0.197207,0.028172,low,2.919045,11.952544,0.850449,0.296136,0.180534,0.181821,0.169876,0.023774,0.231884,0.667813,0.164063,6.304688,6.140625,medium,0.164493,female
0.182572,0.030224,low,0.183142,0.169923,0.196841,0.026918,low,2.562127,9.811944,0.832676,0.203436,0.186987,0.182572,0.165649,0.016097,0.271186,0.912446,0.007813,6.46875,6.460938,medium,0.201373,female
0.189711,0.035151,low,0.192688,0.176559,0.210323,0.033763,low,2.283197,8.123906,0.853824,0.255383,0.184946,0.189711,0.16899,0.022346,0.228571,1.050551,0.09375,6.90625,6.8125,medium,0.261086,female
0.18765,0.032121,low,0.184712,0.17533,0.208461,0.033131,low,3.257211,15.619184,0.826433,0.222245,0.179435,0.18765,0.17367,0.025723,0.258065,0.668294,0.164063,6.703125,6.539063,medium,0.108514,female
0.194946,0.030725,low,0.199089,0.183398,0.210858,0.027461,low,2.391273,8.115678,0.819212,0.21597,0.204483,0.194946,0.195699,0.131148,0.222222,0.993389,0.179688,5.625,5.445313,low,0.294715,female
0.193279,0.0326,low,0.198389,0.176935,0.213428,0.036493,low,2.087019,6.470168,0.843539,0.220167,0.207678,0.193279,0.174907,0.023881,0.242424,0.601058,0.171875,6.546875,6.375,medium,0.108129,female
0.188719,0.026236,low,0.189836,0.176101,0.201459,0.025358,low,2.615828,9.603401,0.806331,0.153018,0.188428,0.188719,0.180616,0.026059,0.246154,0.491797,0.164063,6.179688,6.015625,medium,0.106494,female
0.188501,0.035064,low,0.188628,0.173761,0.208761,0.035,low,2.151623,7.274641,0.847281,0.243426,0.175619,0.188501,0.182723,0.026936,0.246154,1.029119,0.164063,6.96875,6.804688,medium,0.229392,female
0.190071,0.031529,low,0.191398,0.175269,0.205376,0.030108,low,2.75098,11.237118,0.834698,0.209326,0.204301,0.190071,0.174386,0.016227,0.271186,0.492432,0.039063,6.140625,6.101563,medium,0.092013,female
0.188299,0.027317,low,0.187269,0.171613,0.204731,0.033118,low,2.0337,6.643301,0.816731,0.158557,0.174624,0.188299,0.182759,0.090395,0.25,0.804688,0.164063,6.257813,6.09375,medium,0.222365,female
0.188395,0.045278,low,0.192635,0.173495,0.213936,0.040441,low,2.170993,7.342905,0.881589,0.371282,0.194796,0.188395,0.174413,0.01631,0.235294,0.715693,0.171875,6.351563,6.179688,medium,0.109528,female
0.190076,0.035729,low,0.188315,0.176141,0.208478,0.032337,low,2.99913,13.503,0.845301,0.267638,0.179185,0.190076,0.17608,0.019584,0.238806,0.389323,0.171875,3.4375,3.265625,low,0.070222,female
0.194601,0.035643,low,0.190556,0.180657,0.211414,0.030758,low,2.969194,12.861542,0.849302,0.261053,0.18596,0.194601,0.183856,0.035398,0.258065,0.542969,0.171875,6.96875,6.796875,medium,0.106473,female
0.200158,0.037003,low,0.202632,0.185,0.224211,0.039211,low,2.425073,9.687733,0.861045,0.256367,0.200263,0.200158,0.174239,0.019488,0.258065,0.608796,0.109375,6.4375,6.328125,medium,0.13642,female
0.19484,0.028648,low,0.192754,0.184058,0.210145,0.026087,low,3.159196,14.301741,0.819883,0.178446,0.189275,0.19484,0.175442,0.0193,0.228571,0.824688,0.164063,6.898438,6.734375,medium,0.069412,female
0.184597,0.029758,low,0.183613,0.175596,0.196973,0.021377,low,3.616509,18.248055,0.831206,0.214454,0.180177,0.184597,0.175481,0.015702,0.275862,0.691301,0.070313,6.710938,6.640625,medium,0.163361,female
0.170119,0.042934,low,0.175463,0.165493,0.189135,0.023642,low,3.348335,14.734794,0.856847,0.369463,0.167487,0.170119,0.171342,0.040609,0.219178,0.183438,0.085938,0.234375,0.148438,low,0.151316,female
0.190074,0.033921,low,0.193308,0.169888,0.213233,0.043346,low,2.162641,7.631533,0.846709,0.237891,0.168839,0.190074,0.170972,0.015779,0.246154,0.434211,0.054688,4.828125,4.773438,low,0.115021,female
0.184568,0.034825,low,0.183302,0.172884,0.201209,0.028326,low,3.140537,13.595432,0.824722,0.24716,0.174186,0.184568,0.161185,0.034557,0.207792,0.961682,0.078125,6.648438,6.570313,medium,0.250178,female
0.185225,0.03027,low,0.186667,0.175714,0.197619,0.021905,low,3.074818,13.715229,0.808995,0.22077,0.180476,0.185225,0.164927,0.024279,0.207792,0.992746,0.171875,6.296875,6.125,medium,0.090659,female
0.184946,0.038128,low,0.188417,0.173923,0.202701,0.028777,low,2.350444,8.132343,0.861292,0.299523,0.187577,0.184946,0.161564,0.01592,0.225352,0.830193,0.164063,6.898438,6.734375,medium,0.195247,female
0.183853,0.037217,low,0.18069,0.171034,0.205517,0.034483,low,3.622947,18.875281,0.845186,0.298068,0.172069,0.183853,0.16573,0.026801,0.231884,0.185547,0.085938,0.257813,0.171875,low,0.177033,female
0.186661,0.028007,low,0.18306,0.176136,0.196909,0.020773,low,4.394837,28.271674,0.786935,0.175778,0.180464,0.186661,0.177578,0.033755,0.266667,1.214844,0.171875,6.421875,6.25,medium,0.221417,female
0.193391,0.035189,low,0.194444,0.181481,0.209136,0.027654,low,2.508827,8.826129,0.842892,0.254528,0.178601,0.193391,0.182217,0.020151,0.262295,0.480469,0.164063,6.445313,6.28125,medium,0.09597,female
0.191174,0.033622,low,0.19524,0.179457,0.204008,0.024551,low,3.388562,16.699887,0.824508,0.22718,0.196409,0.191174,0.184621,0.024502,0.275862,0.458333,0.007813,6.546875,6.539063,medium,0.087424,female
0.189057,0.032326,low,0.186252,0.173807,0.205333,0.031526,low,2.825499,12.664946,0.835944,0.226306,0.173807,0.189057,0.171353,0.01631,0.231884,0.192871,0.164063,0.234375,0.070313,low,0.185185,female
0.187027,0.033105,low,0.186575,0.172877,0.206301,0.033425,low,2.478694,9.649888,0.842026,0.237815,0.185479,0.187027,0.176057,0.017112,0.275862,0.905349,0.15625,6.695313,6.539063,medium,0.227861,female
0.190584,0.029534,low,0.192568,0.175953,0.207276,0.031323,low,2.412354,8.199537,0.821995,0.18799,0.172957,0.190584,0.169934,0.017857,0.242424,1.309796,0.179688,6.75,6.570313,medium,0.260832,female
0.187009,0.041172,low,0.189296,0.175,0.213451,0.038451,low,2.309125,8.582032,0.856685,0.321682,0.176972,0.187009,0.18121,0.049231,0.231884,0.197115,0.164063,0.234375,0.070313,low,0.240741,female
0.189954,0.037205,low,0.192188,0.176563,0.206563,0.03,low,2.744296,12.260237,0.850261,0.26434,0.190312,0.189954,0.182079,0.023495,0.275862,0.859747,0.164063,6.71875,6.554688,medium,0.215137,female
0.189418,0.033955,low,0.194334,0.17847,0.207422,0.028952,low,2.081293,6.251415,0.829503,0.240181,0.187195,0.189418,0.164172,0.01631,0.253968,0.555607,0.070313,6.5,6.429688,medium,0.126063,female
0.191222,0.03343,low,0.189654,0.178028,0.209273,0.031246,low,3.773734,23.551158,0.839869,0.230199,0.187958,0.191222,0.181687,0.016512,0.231884,0.540885,0.164063,5.757813,5.59375,low,0.129696,female
0.188687,0.030089,low,0.18898,0.178367,0.206531,0.028163,low,2.580623,9.900156,0.816767,0.196283,0.186939,0.188687,0.176682,0.125,0.219178,0.188477,0.15625,0.226563,0.070313,low,0.133333,female
0.189177,0.035924,low,0.192236,0.175317,0.20852,0.033202,low,2.655582,10.241886,0.853266,0.277908,0.176375,0.189177,0.172328,0.0181,0.222222,0.543888,0.171875,4.203125,4.03125,low,0.178529,female
0.187128,0.033284,low,0.187549,0.175738,0.202211,0.026473,low,2.859907,12.015873,0.844027,0.24479,0.175127,0.187128,0.172721,0.015857,0.258065,0.47678,0.070313,6.796875,6.726563,medium,0.089365,female
0.18734,0.034938,low,0.186796,0.176289,0.205476,0.029187,low,2.905707,12.474324,0.848919,0.263964,0.179013,0.18734,0.180919,0.016244,0.25,0.691406,0.007813,6.210938,6.203125,medium,0.172033,female
0.189708,0.036368,low,0.18289,0.169618,0.214289,0.044671,low,2.623021,11.181605,0.861336,0.248334,0.180624,0.189708,0.169862,0.02952,0.246154,1.090909,0.164063,6.953125,6.789063,medium,0.27607,female
0.185422,0.027194,low,0.186465,0.172153,0.199971,0.027819,low,2.43849,8.348988,0.827799,0.170547,0.199366,0.185422,0.169109,0.016895,0.235294,1.120009,0.164063,6.546875,6.382813,medium,0.275782,female
0.188305,0.035854,low,0.18804,0.171123,0.210596,0.039473,low,2.242468,8.0231,0.870206,0.28582,0.186305,0.188305,0.175791,0.02812,0.235294,1.018466,0.148438,6.695313,6.546875,medium,0.175007,female
0.185928,0.031972,low,0.184952,0.172875,0.201725,0.02885,low,2.645467,10.476682,0.838031,0.227419,0.173323,0.185928,0.159957,0.016478,0.231884,0.799805,0.164063,6.875,6.710938,medium,0.18784,female
0.190361,0.034509,low,0.189032,0.172258,0.214839,0.042581,low,2.279864,8.343807,0.846785,0.232021,0.16871,0.190361,0.161404,0.019002,0.246154,0.765625,0.078125,6.78125,6.703125,medium,0.050339,female
0.185802,0.032657,low,0.186053,0.172368,0.199737,0.027368,low,2.299104,7.704351,0.842809,0.234575,0.185789,0.185802,0.160462,0.018141,0.219178,0.539641,0.171875,6.34375,6.171875,medium,0.080282,female
0.183107,0.033228,low,0.183704,0.171481,0.198148,0.026667,low,2.833365,12.110202,0.845921,0.239098,0.187963,0.183107,0.167326,0.020305,0.253968,1.007813,0.007813,6.625,6.617188,medium,0.222989,female
0.181895,0.032896,low,0.183294,0.170353,0.196706,0.026353,low,2.811109,11.455185,0.837844,0.237694,0.189647,0.181895,0.172151,0.017817,0.266667,1.15751,0.109375,6.640625,6.53125,medium,0.279187,female
0.191079,0.033467,low,0.192996,0.176412,0.210781,0.034369,low,2.33237,8.191003,0.846832,0.236092,0.18218,0.191079,0.173093,0.015686,0.225352,0.736458,0.007813,6.984375,6.976563,medium,0.150249,female
0.19278,0.034019,low,0.197712,0.177002,0.207653,0.030651,low,2.753381,11.348747,0.848181,0.250237,0.199093,0.19278,0.167783,0.01608,0.242424,0.953125,0.140625,6.90625,6.765625,medium,0.126097,female
0.187154,0.034394,low,0.188383,0.175915,0.204105,0.02819,low,2.363114,8.420713,0.845816,0.245624,0.181065,0.187154,0.169442,0.029907,0.262295,0.51232,0.109375,5.289063,5.179688,low,0.093092,female
